ID,Length,Year,LWL,Beam,Draft,Displacement,SailArea,GDP,GDP/Capita,Price
Boat0464,45.80 ,2012.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,57.80 ,13647.00 ,398110.00 
Boat0466,45.80 ,2012.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,57.80 ,13647.00 ,397717.00 
Boat0468,45.80 ,2012.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,209.00 ,18694.00 ,388802.00 
Boat0469,45.80 ,2012.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,209.00 ,18694.00 ,388016.00 
Boat0470,45.80 ,2012.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,2001.00 ,33259.00 ,376937.00 
Boat0472,45.80 ,2012.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,2001.00 ,33259.00 ,376556.00 
Boat0473,45.80 ,2012.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,57.80 ,13647.00 ,364778.00 
Boat0475,45.80 ,2012.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,57.80 ,13647.00 ,364501.00 
Boat0477,45.80 ,2012.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,57.80 ,13647.00 ,363587.00 
Boat0479,45.80 ,2012.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,57.80 ,13647.00 ,362911.00 
Boat0481,45.80 ,2012.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,57.80 ,13647.00 ,339267.00 
Boat0483,45.80 ,2012.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,57.80 ,13647.00 ,338302.00 
Boat0485,51.00 ,2012.00 ,48.08 ,27.08 ,4.33 ,52359.00 ,1615.00 ,16.90 ,18499.00 ,499000.00 
Boat0486,51.00 ,2012.00 ,48.08 ,27.08 ,4.33 ,52359.00 ,1615.00 ,103.00 ,28492.00 ,499000.00 
Boat0487,51.00 ,2012.00 ,48.08 ,27.08 ,4.33 ,52359.00 ,1615.00 ,5.50 ,27478.00 ,465000.00 
Boat0488,38.40 ,2013.00 ,38.42 ,22.25 ,4.00 ,21385.00 ,1000.00 ,24.50 ,27013.00 ,303982.00 
Boat0489,38.40 ,2013.00 ,38.42 ,22.25 ,4.00 ,21385.00 ,1000.00 ,24.50 ,27013.00 ,303437.00 
Boat0490,38.40 ,2013.00 ,38.42 ,22.25 ,4.00 ,21385.00 ,1000.00 ,2001.00 ,33259.00 ,297369.00 
Boat0491,39.00 ,2013.00 ,37.83 ,22.96 ,4.00 ,28660.00 ,1022.00 ,18.50 ,24191.00 ,278887.00 
Boat0492,39.00 ,2013.00 ,37.83 ,22.96 ,4.00 ,28660.00 ,1022.00 ,1.20 ,40938.00 ,240000.00 
Boat0493,39.00 ,2013.00 ,37.83 ,22.96 ,4.00 ,28660.00 ,1022.00 ,2001.00 ,33259.00 ,388400.00 
Boat0495,39.00 ,2013.00 ,37.83 ,22.96 ,4.00 ,28660.00 ,1022.00 ,57.80 ,13647.00 ,339850.00 
Boat0497,39.00 ,2013.00 ,37.83 ,22.96 ,4.00 ,28660.00 ,1022.00 ,209.00 ,18694.00 ,321895.00 
Boat0498,39.00 ,2013.00 ,37.83 ,22.96 ,4.00 ,28660.00 ,1022.00 ,209.00 ,18694.00 ,321644.00 
Boat0499,39.00 ,2013.00 ,37.83 ,22.96 ,4.00 ,28660.00 ,1022.00 ,57.80 ,13647.00 ,267025.00 
Boat0503,39.00 ,2013.00 ,37.83 ,22.96 ,4.00 ,28660.00 ,1022.00 ,57.80 ,13647.00 ,242507.00 
Boat0505,42.00 ,2013.00 ,40.08 ,24.61 ,4.26 ,37479.00 ,1506.00 ,209.00 ,18694.00 ,423599.00 
Boat0506,42.00 ,2013.00 ,40.08 ,24.61 ,4.26 ,37479.00 ,1506.00 ,851.00 ,10361.00 ,380579.00 
Boat0507,44.60 ,2013.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,209.00 ,18694.00 ,424206.00 
Boat0508,45.80 ,2013.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,66.80 ,16466.00 ,540000.00 
Boat0509,45.80 ,2013.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,1.20 ,40938.00 ,450000.00 
Boat0510,45.80 ,2013.00 ,42.42 ,25.09 ,4.30 ,51591.00 ,1506.00 ,1.20 ,40938.00 ,449000.00 
Boat0511,45.80 ,2013.00 ,42.42 ,25.09 ,4.30 ,51591.00 ,1506.00 ,22.70 ,21981.00 ,435306.00 
Boat0512,45.80 ,2013.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,120.00 ,30499.00 ,369000.00 
Boat0513,45.80 ,2013.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,22.70 ,21981.00 ,358056.00 
Boat0514,45.80 ,2013.00 ,42.42 ,25.09 ,4.30 ,51591.00 ,1506.00 ,22.70 ,21981.00 ,347000.00 
Boat0515,45.80 ,2013.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,22.70 ,21981.00 ,345000.00 
Boat0517,45.80 ,2013.00 ,42.42 ,25.09 ,4.30 ,51591.00 ,1506.00 ,57.80 ,13647.00 ,618603.00 
Boat0519,45.80 ,2013.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,851.00 ,10361.00 ,534050.00 
Boat0520,45.80 ,2013.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,209.00 ,18694.00 ,528393.00 
Boat0521,45.80 ,2013.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,209.00 ,18694.00 ,527981.00 
Boat0522,45.80 ,2013.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,851.00 ,10361.00 ,521105.00 
Boat0523,45.80 ,2013.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,851.00 ,10361.00 ,520184.00 
Boat0524,45.80 ,2013.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,1394.00 ,29352.00 ,516246.00 
Boat0525,45.80 ,2013.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,1394.00 ,29352.00 ,515844.00 
Boat0526,45.80 ,2013.00 ,42.42 ,25.09 ,4.30 ,51591.00 ,1506.00 ,2777.00 ,41344.00 ,462084.00 
Boat0527,45.80 ,2013.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,2001.00 ,33259.00 ,461702.00 
Boat0528,45.80 ,2013.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,57.80 ,13647.00 ,445907.00 
Boat0530,45.80 ,2013.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,57.80 ,13647.00 ,445006.00 
Boat0532,45.80 ,2013.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,209.00 ,18694.00 ,424536.00 
Boat0533,45.80 ,2013.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,209.00 ,18694.00 ,419177.00 
Boat0534,45.80 ,2013.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,209.00 ,18694.00 ,418330.00 
Boat0535,45.80 ,2013.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,2777.00 ,41344.00 ,400850.00 
Boat0536,45.80 ,2013.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,57.80 ,13647.00 ,400850.00 
Boat0538,45.80 ,2013.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,2777.00 ,41344.00 ,400537.00 
Boat0539,45.80 ,2013.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,57.80 ,13647.00 ,400537.00 
Boat0541,45.80 ,2013.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,209.00 ,18694.00 ,383017.00 
Boat0542,45.80 ,2013.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,209.00 ,18694.00 ,382727.00 
Boat0543,45.80 ,2013.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,57.80 ,13647.00 ,376556.00 
Boat0545,45.80 ,2013.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,57.80 ,13647.00 ,376262.00 
Boat0547,38.00 ,2014.00 ,37.92 ,21.50 ,3.75 ,16800.00 ,753.00 ,0.80 ,7189.00 ,303138.00 
Boat0548,38.00 ,2014.00 ,37.92 ,21.50 ,3.75 ,16093.00 ,753.00 ,22.70 ,21981.00 ,255984.00 
Boat0549,38.00 ,2014.00 ,37.92 ,21.50 ,3.75 ,16093.00 ,753.00 ,1.20 ,40938.00 ,229000.00 
Boat0550,38.00 ,2014.00 ,37.92 ,21.50 ,3.92 ,21385.00 ,753.00 ,22.70 ,21981.00 ,218725.00 
Boat0551,38.00 ,2014.00 ,37.92 ,21.50 ,3.75 ,16093.00 ,753.00 ,22.70 ,21981.00 ,218259.00 
Boat0552,38.00 ,2014.00 ,37.92 ,21.50 ,3.75 ,16093.00 ,753.00 ,22.70 ,21981.00 ,217261.00 
Boat0553,38.40 ,2014.00 ,38.42 ,22.25 ,4.00 ,21385.00 ,1000.00 ,209.00 ,18694.00 ,388554.00 
Boat0554,38.40 ,2014.00 ,38.42 ,22.25 ,4.00 ,21385.00 ,1000.00 ,2777.00 ,41344.00 ,334042.00 
Boat0555,38.40 ,2014.00 ,38.42 ,22.25 ,4.00 ,21385.00 ,1000.00 ,248.00 ,23971.00 ,327968.00 
Boat0556,38.40 ,2014.00 ,38.42 ,22.25 ,4.00 ,21385.00 ,1000.00 ,248.00 ,23971.00 ,327712.00 
Boat0557,38.40 ,2014.00 ,38.42 ,22.25 ,4.00 ,21385.00 ,1000.00 ,851.00 ,10361.00 ,315263.00 
Boat0558,38.40 ,2014.00 ,38.42 ,22.25 ,4.00 ,21385.00 ,1000.00 ,57.80 ,13647.00 ,260208.00 
Boat0560,38.40 ,2014.00 ,38.42 ,22.25 ,4.00 ,21385.00 ,1000.00 ,1394.00 ,29352.00 ,241536.00 
Boat0561,39.00 ,2014.00 ,37.83 ,22.96 ,4.00 ,28660.00 ,1022.00 ,18.50 ,24191.00 ,269000.00 
Boat0562,39.00 ,2014.00 ,37.83 ,22.96 ,4.00 ,28660.00 ,1022.00 ,209.00 ,18694.00 ,361697.00 
Boat0563,39.00 ,2014.00 ,37.83 ,22.96 ,4.00 ,28660.00 ,1022.00 ,209.00 ,18694.00 ,358056.00 
Boat0564,39.00 ,2014.00 ,37.83 ,22.96 ,4.00 ,28660.00 ,1022.00 ,209.00 ,18694.00 ,333781.00 
Boat0566,39.00 ,2014.00 ,37.83 ,22.96 ,4.00 ,28660.00 ,1022.00 ,209.00 ,18694.00 ,327712.00 
Boat0568,39.00 ,2014.00 ,37.83 ,22.96 ,4.00 ,28660.00 ,1022.00 ,16.70 ,36774.00 ,327712.00 
Boat0572,39.00 ,2014.00 ,37.83 ,22.96 ,4.00 ,28660.00 ,1022.00 ,2777.00 ,41344.00 ,321644.00 
Boat0573,39.00 ,2014.00 ,37.83 ,22.96 ,4.00 ,28660.00 ,1022.00 ,2777.00 ,41344.00 ,315575.00 
Boat0576,39.00 ,2014.00 ,37.83 ,22.96 ,4.00 ,28660.00 ,1022.00 ,209.00 ,18694.00 ,309506.00 
Boat0577,42.00 ,2014.00 ,40.08 ,24.61 ,4.26 ,37479.00 ,1506.00 ,1150.00 ,9293.00 ,440000.00 
Boat0578,42.00 ,2014.00 ,40.08 ,24.61 ,4.26 ,37479.00 ,1506.00 ,209.00 ,18694.00 ,352619.00 
Boat0579,42.00 ,2014.00 ,40.08 ,24.61 ,4.26 ,37479.00 ,1506.00 ,209.00 ,18694.00 ,352214.00 
Boat0580,42.00 ,2014.00 ,40.08 ,24.61 ,4.26 ,37479.00 ,1506.00 ,209.00 ,18694.00 ,320000.00 
Boat0582,44.60 ,2014.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,2001.00 ,33259.00 ,424812.00 
Boat0583,45.80 ,2014.00 ,42.42 ,25.09 ,4.30 ,51591.00 ,1506.00 ,1.20 ,40938.00 ,469000.00 
Boat0584,45.80 ,2014.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,16.90 ,18499.00 ,449000.00 
Boat0585,45.80 ,2014.00 ,42.42 ,25.09 ,4.30 ,51591.00 ,1506.00 ,22.70 ,21981.00 ,400537.00 
Boat0586,45.80 ,2014.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,22.70 ,21981.00 ,400142.00 
Boat0587,45.80 ,2014.00 ,42.42 ,25.09 ,4.30 ,51591.00 ,1506.00 ,22.70 ,21981.00 ,400142.00 
Boat0588,45.80 ,2014.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,1.20 ,40938.00 ,400142.00 
Boat0589,45.80 ,2014.00 ,42.42 ,25.09 ,4.30 ,51591.00 ,1506.00 ,18.50 ,24191.00 ,399324.00 
Boat0590,45.80 ,2014.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,209.00 ,18694.00 ,557773.00 
Boat0592,45.80 ,2014.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,57.80 ,13647.00 ,546539.00 
Boat0594,45.80 ,2014.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,57.80 ,13647.00 ,545648.00 
Boat0596,45.80 ,2014.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,209.00 ,18694.00 ,522319.00 
Boat0597,45.80 ,2014.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,209.00 ,18694.00 ,521397.00 
Boat0598,45.80 ,2014.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,2777.00 ,41344.00 ,518675.00 
Boat0599,45.80 ,2014.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,2777.00 ,41344.00 ,517759.00 
Boat0600,45.80 ,2014.00 ,42.42 ,25.09 ,4.30 ,51591.00 ,1506.00 ,209.00 ,18694.00 ,510689.00 
Boat0601,45.80 ,2014.00 ,42.42 ,25.09 ,4.30 ,51591.00 ,1506.00 ,209.00 ,18694.00 ,510302.00 
Boat0602,45.80 ,2014.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,209.00 ,18694.00 ,498530.00 
Boat0603,45.80 ,2014.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,209.00 ,18694.00 ,497146.00 
Boat0604,45.80 ,2014.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,57.80 ,13647.00 ,484598.00 
Boat0606,45.80 ,2014.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,57.80 ,13647.00 ,483808.00 
Boat0608,45.80 ,2014.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,57.80 ,13647.00 ,472420.00 
Boat0610,45.80 ,2014.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,57.80 ,13647.00 ,472029.00 
Boat0612,45.80 ,2014.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,851.00 ,10361.00 ,462000.00 
Boat0613,45.80 ,2014.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,2001.00 ,33259.00 ,424393.00 
Boat0614,38.00 ,2015.00 ,37.92 ,21.50 ,3.75 ,16093.00 ,753.00 ,22.70 ,21981.00 ,218259.00 
Boat0615,38.00 ,2015.00 ,37.92 ,21.50 ,3.75 ,16093.00 ,753.00 ,2001.00 ,33259.00 ,242510.00 
Boat0616,38.00 ,2015.00 ,37.92 ,21.50 ,3.75 ,16093.00 ,753.00 ,57.80 ,13647.00 ,220078.00 
Boat0618,38.40 ,2015.00 ,38.42 ,22.25 ,4.00 ,21385.00 ,1000.00 ,22.70 ,21981.00 ,333556.00 
Boat0619,38.40 ,2015.00 ,38.42 ,22.25 ,4.00 ,21385.00 ,1000.00 ,22.70 ,21981.00 ,333174.00 
Boat0620,38.40 ,2015.00 ,38.42 ,22.25 ,4.00 ,21385.00 ,1000.00 ,22.70 ,21981.00 ,267025.00 
Boat0621,38.40 ,2015.00 ,38.42 ,22.25 ,4.00 ,21385.00 ,1000.00 ,18.50 ,24191.00 ,265811.00 
Boat0622,38.40 ,2015.00 ,38.42 ,22.25 ,4.00 ,21385.00 ,1000.00 ,851.00 ,10361.00 ,401256.00 
Boat0623,38.40 ,2015.00 ,38.42 ,22.25 ,4.00 ,21385.00 ,1000.00 ,1394.00 ,29352.00 ,334380.00 
Boat0624,38.40 ,2015.00 ,38.42 ,22.25 ,4.00 ,21385.00 ,1000.00 ,2777.00 ,41344.00 ,327389.00 
Boat0625,38.40 ,2015.00 ,38.42 ,22.25 ,4.00 ,21385.00 ,1000.00 ,2777.00 ,41344.00 ,303982.00 
Boat0626,38.40 ,2015.00 ,38.42 ,22.25 ,4.00 ,21385.00 ,1000.00 ,209.00 ,18694.00 ,303982.00 
Boat0627,38.40 ,2015.00 ,38.42 ,22.25 ,4.00 ,21385.00 ,1000.00 ,2777.00 ,41344.00 ,303437.00 
Boat0628,38.40 ,2015.00 ,38.42 ,22.25 ,4.00 ,21385.00 ,1000.00 ,851.00 ,10361.00 ,279663.00 
Boat0629,38.40 ,2015.00 ,38.42 ,22.25 ,4.00 ,21385.00 ,1000.00 ,2777.00 ,41344.00 ,279380.00 
Boat0630,38.40 ,2015.00 ,38.42 ,22.25 ,4.00 ,21385.00 ,1000.00 ,2777.00 ,41344.00 ,279162.00 
Boat0631,39.00 ,2015.00 ,37.83 ,22.96 ,4.00 ,28660.00 ,1022.00 ,57.80 ,13647.00 ,338636.00 
Boat0633,39.00 ,2015.00 ,37.83 ,22.96 ,4.00 ,28660.00 ,1022.00 ,209.00 ,18694.00 ,310083.00 
Boat0634,39.00 ,2015.00 ,37.83 ,22.96 ,4.00 ,28660.00 ,1022.00 ,2001.00 ,33259.00 ,303674.00 
Boat0636,39.00 ,2015.00 ,37.83 ,22.96 ,4.00 ,28660.00 ,1022.00 ,2001.00 ,33259.00 ,303437.00 
Boat0638,42.00 ,2015.00 ,40.08 ,24.61 ,4.26 ,37479.00 ,1506.00 ,22.70 ,21981.00 ,363562.00 
Boat0639,42.00 ,2015.00 ,40.08 ,24.61 ,4.26 ,37479.00 ,1506.00 ,22.70 ,21981.00 ,363145.00 
Boat0640,42.00 ,2015.00 ,40.08 ,24.61 ,4.26 ,37479.00 ,1506.00 ,1.90 ,5005.00 ,340459.00 
Boat0641,42.00 ,2015.00 ,40.08 ,24.61 ,4.26 ,37479.00 ,1506.00 ,1.90 ,5005.00 ,340069.00 
Boat0642,45.80 ,2015.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,0.80 ,7189.00 ,499000.00 
Boat0643,45.80 ,2015.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,1.20 ,40938.00 ,495000.00 
Boat0644,45.80 ,2015.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,5.50 ,27478.00 ,480000.00 
Boat0645,45.80 ,2015.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,18.50 ,24191.00 ,437308.00 
Boat0646,45.80 ,2015.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,18.50 ,24191.00 ,436950.00 
Boat0647,45.80 ,2015.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,22.70 ,21981.00 ,400142.00 
Boat0648,45.80 ,2015.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,57.80 ,13647.00 ,557470.00 
Boat0650,45.80 ,2015.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,57.80 ,13647.00 ,556561.00 
Boat0652,45.80 ,2015.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,209.00 ,18694.00 ,546539.00 
Boat0653,45.80 ,2015.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,209.00 ,18694.00 ,545648.00 
Boat0654,45.80 ,2015.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,209.00 ,18694.00 ,522848.00 
Boat0655,45.80 ,2015.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,57.80 ,13647.00 ,516769.00 
Boat0657,45.80 ,2015.00 ,42.42 ,25.09 ,4.30 ,51591.00 ,1506.00 ,2777.00 ,41344.00 ,516246.00 
Boat0658,45.80 ,2015.00 ,42.42 ,25.09 ,4.30 ,51591.00 ,1506.00 ,2777.00 ,41344.00 ,515844.00 
Boat0659,45.80 ,2015.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,209.00 ,18694.00 ,510302.00 
Boat0660,45.80 ,2015.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,209.00 ,18694.00 ,510103.00 
Boat0661,45.80 ,2015.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,209.00 ,18694.00 ,509271.00 
Boat0662,45.80 ,2015.00 ,42.42 ,25.09 ,4.30 ,51591.00 ,1506.00 ,2777.00 ,41344.00 ,504030.00 
Boat0663,45.80 ,2015.00 ,42.42 ,25.09 ,4.30 ,51591.00 ,1506.00 ,2777.00 ,41344.00 ,503208.00 
Boat0664,45.80 ,2015.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,2001.00 ,33259.00 ,486404.00 
Boat0665,45.80 ,2015.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,2001.00 ,33259.00 ,486371.00 
Boat0666,45.80 ,2015.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,209.00 ,18694.00 ,485879.00 
Boat0667,45.80 ,2015.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,209.00 ,18694.00 ,485500.00 
Boat0668,45.80 ,2015.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,209.00 ,18694.00 ,483383.00 
Boat0669,45.80 ,2015.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,209.00 ,18694.00 ,482595.00 
Boat0670,45.80 ,2015.00 ,42.42 ,25.09 ,4.30 ,51591.00 ,1506.00 ,209.00 ,18694.00 ,479927.00 
Boat0671,45.80 ,2015.00 ,42.42 ,25.09 ,4.30 ,51591.00 ,1506.00 ,209.00 ,18694.00 ,478957.00 
Boat0672,45.80 ,2015.00 ,42.42 ,25.09 ,4.30 ,51591.00 ,1506.00 ,209.00 ,18694.00 ,474211.00 
Boat0673,45.80 ,2015.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,57.80 ,13647.00 ,473667.00 
Boat0675,45.80 ,2015.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,57.80 ,13647.00 ,472895.00 
Boat0677,45.80 ,2015.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,209.00 ,18694.00 ,465165.00 
Boat0678,45.80 ,2015.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,209.00 ,18694.00 ,464407.00 
Boat0679,45.80 ,2015.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,209.00 ,18694.00 ,455973.00 
Boat0681,45.80 ,2015.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,209.00 ,18694.00 ,455627.00 
Boat0682,45.80 ,2015.00 ,42.42 ,25.09 ,4.30 ,51591.00 ,1506.00 ,209.00 ,18694.00 ,448677.00 
Boat0683,45.80 ,2015.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,209.00 ,18694.00 ,430455.00 
Boat0684,38.00 ,2016.00 ,37.92 ,21.50 ,3.75 ,16093.00 ,753.00 ,22.70 ,21981.00 ,210000.00 
Boat0685,38.00 ,2016.00 ,37.92 ,21.50 ,3.75 ,16093.00 ,753.00 ,5.50 ,27478.00 ,149000.00 
Boat0686,38.40 ,2016.00 ,38.42 ,22.25 ,4.00 ,21385.00 ,1000.00 ,1150.00 ,9293.00 ,399000.00 
Boat0687,38.40 ,2016.00 ,38.42 ,22.25 ,4.00 ,21385.00 ,1000.00 ,22.70 ,21981.00 ,327591.00 
Boat0688,38.40 ,2016.00 ,38.42 ,22.25 ,4.00 ,21385.00 ,1000.00 ,22.70 ,21981.00 ,267331.00 
Boat0689,38.40 ,2016.00 ,38.42 ,22.25 ,4.00 ,21385.00 ,1000.00 ,209.00 ,18694.00 ,312493.00 
Boat0690,39.00 ,2016.00 ,37.83 ,22.96 ,4.00 ,28660.00 ,1022.00 ,120.00 ,30499.00 ,340000.00 
Boat0691,39.00 ,2016.00 ,37.83 ,22.96 ,4.00 ,28660.00 ,1022.00 ,2777.00 ,41344.00 ,455156.00 
Boat0692,39.00 ,2016.00 ,37.83 ,22.96 ,4.00 ,28660.00 ,1022.00 ,2777.00 ,41344.00 ,454706.00 
Boat0693,39.00 ,2016.00 ,37.83 ,22.96 ,4.00 ,28660.00 ,1022.00 ,851.00 ,10361.00 ,400537.00 
Boat0694,39.00 ,2016.00 ,37.83 ,22.96 ,4.00 ,28660.00 ,1022.00 ,209.00 ,18694.00 ,364125.00 
Boat0695,39.00 ,2016.00 ,37.83 ,22.96 ,4.00 ,28660.00 ,1022.00 ,209.00 ,18694.00 ,358056.00 
Boat0696,39.00 ,2016.00 ,37.83 ,22.96 ,4.00 ,28660.00 ,1022.00 ,209.00 ,18694.00 ,327712.00 
Boat0697,39.00 ,2016.00 ,37.83 ,22.96 ,4.00 ,28660.00 ,1022.00 ,57.80 ,13647.00 ,326499.00 
Boat0700,39.00 ,2016.00 ,37.83 ,22.96 ,4.00 ,28660.00 ,1022.00 ,2001.00 ,33259.00 ,315575.00 
Boat0701,39.00 ,2016.00 ,37.83 ,22.96 ,4.00 ,28660.00 ,1022.00 ,57.80 ,13647.00 ,309506.00 
Boat0703,39.00 ,2016.00 ,37.83 ,22.96 ,4.00 ,28660.00 ,1022.00 ,1000.00 ,47682.00 ,429000.00 
Boat0704,42.00 ,2016.00 ,40.08 ,24.61 ,4.26 ,37479.00 ,1506.00 ,57.80 ,13647.00 ,460370.00 
Boat0706,42.00 ,2016.00 ,40.08 ,24.61 ,4.26 ,37479.00 ,1506.00 ,57.80 ,13647.00 ,460011.00 
Boat0708,42.50 ,2016.00 ,41.08 ,25.33 ,4.08 ,30864.00 ,1119.00 ,84.70 ,7827.00 ,515334.00 
Boat0709,42.50 ,2016.00 ,41.08 ,25.33 ,4.08 ,30864.00 ,1119.00 ,0.80 ,7189.00 ,464500.00 
Boat0710,42.50 ,2016.00 ,41.08 ,25.33 ,4.08 ,30864.00 ,1119.00 ,2001.00 ,33259.00 ,515844.00 
Boat0712,42.50 ,2016.00 ,41.08 ,25.33 ,4.08 ,30864.00 ,1119.00 ,2001.00 ,33259.00 ,473362.00 
Boat0713,42.50 ,2016.00 ,41.08 ,25.33 ,4.08 ,30864.00 ,1119.00 ,1394.00 ,29352.00 ,461585.00 
Boat0714,42.50 ,2016.00 ,41.08 ,25.33 ,4.08 ,30864.00 ,1119.00 ,1394.00 ,29352.00 ,460769.00 
Boat0715,45.80 ,2016.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,1150.00 ,9293.00 ,650000.00 
Boat0716,45.80 ,2016.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,103.00 ,28492.00 ,495000.00 
